,sub,movie,recall_raw,recall_filtered,filtered_length,filtered_length_scaled,lure,old,dprime,bias
20,e152010,1.2.3, This actor was doing a home work out. I remember before she started her work out she cleaned off the table to the side which  I thought was odd because she never seemed to use it. Then she did several reps with the dumbells and  spaced out each rep evenly in time. This actor also did some push ups and jumping jacks.  She also made sure in the beginning to eat a protein bar.  The space looked like a room somehwere in her house. ,"['this', 'actor', 'was', 'doing', 'a', 'home', 'work', 'out', 'i', 'remember', 'before', 'she', 'started', 'her', 'work', 'out', 'she', 'cleaned', 'off', 'the', 'table', 'to', 'the', 'side', 'which', 'i', 'thought', 'was', 'odd', 'because', 'she', 'never', 'seemed', 'to', 'use', 'it', 'then', 'she', 'did', 'several', 'reps', 'with', 'the', 'dumbells', 'and', 'spaced', 'out', 'each', 'rep', 'evenly', 'in', 'time', 'this', 'actor', 'also', 'did', 'some', 'push', 'ups', 'and', 'jumping', 'jacks', 'she', 'also', 'made', 'sure', 'in', 'the', 'beginning', 'to', 'eat', 'a', 'protein', 'bar', 'the', 'space', 'looked', 'like', 'a', 'room', 'somehwere', 'in', 'her', 'house']",84,-0.46817751697347315,0.4,0.8947368421052632,0.9987724171294199,-0.7527333117005096
21,e152010,6.3.9,"
I apologize, I actually don't remember anything about this actor. I believe that he was in the 2nd video of events that I watched, but I don't remember the  series of events that took place. ","['i', 'apologize', 'i', 'actually', 'dont', 'remember', 'anything', 'about', 'this', 'actor', 'i', 'believe', 'that', 'he', 'was', 'in', 'the', 'nd', 'video', 'of', 'events', 'that', 'i', 'watched', 'but', 'i', 'dont', 'remember', 'the', 'series', 'of', 'events', 'that', 'took', 'place']",35,-0.9510855100716296,0.2,0.7142857142857143,-0.2756724116400512,-0.7037850277528888
22,e152010,3.1.3,"
I remember this actor spent the video in his kitchen making a meal. I believe he went back and forth to his fridge several times and  he had  a bowl and plate. I believe it was breakfast food? He had an orange and used the  mlilk from the  fridge. I believe there was also some bagels and maybe yogurt. The specifics of the food is hard to remember. The kitchen looked like it maybe belonged in an apartment. It was smaller and had brown cabinets. ","['i', 'remember', 'this', 'actor', 'spent', 'the', 'video', 'in', 'his', 'kitchen', 'making', 'a', 'meal', 'i', 'believe', 'he', 'went', 'back', 'and', 'forth', 'to', 'his', 'fridge', 'several', 'times', 'and', 'he', 'had', 'a', 'bowl', 'and', 'plate', 'i', 'believe', 'it', 'was', 'breakfast', 'food', 'he', 'had', 'an', 'orange', 'and', 'used', 'the', 'mlilk', 'from', 'the', 'fridge', 'i', 'believe', 'there', 'was', 'also', 'some', 'bagels', 'and', 'maybe', 'yogurt', 'the', 'specifics', 'of', 'the', 'food', 'is', 'hard', 'to', 'remember', 'the', 'kitchen', 'looked', 'like', 'it', 'maybe', 'belonged', 'in', 'an', 'apartment', 'it', 'was', 'smaller', 'and', 'had', 'brown', 'cabinets']",85,-0.45832225180820463,0.55,0.8421052631578947,1.128809314517608,-0.43874331040372977
23,e152010,2.4.1,"
This actor spent the whole portion of his video in the bathroom getting ready. He put on some shaving cream and slowly spent time running the blade down several sections of his face and he would rinse the razor in between. This was a single vanity bathroom and it appeared that the actor was in a room within his own home. The actor also spent time using a comb to brush his hair . Then he spent the last portions of the video flossing and using the mouth wash. It was  in business casual clothing and may have been leaving to go to work. ","['this', 'actor', 'spent', 'the', 'whole', 'portion', 'of', 'his', 'video', 'in', 'the', 'bathroom', 'getting', 'ready', 'he', 'put', 'on', 'some', 'shaving', 'cream', 'and', 'slowly', 'spent', 'time', 'running', 'the', 'blade', 'down', 'several', 'sections', 'of', 'his', 'face', 'and', 'he', 'would', 'rinse', 'the', 'razor', 'in', 'between', 'this', 'was', 'a', 'single', 'vanity', 'bathroom', 'and', 'it', 'appeared', 'that', 'the', 'actor', 'was', 'in', 'a', 'room', 'within', 'his', 'own', 'home', 'the', 'actor', 'also', 'spent', 'time', 'using', 'a', 'comb', 'to', 'brush', 'his', 'hair', 'then', 'he', 'spent', 'the', 'last', 'portions', 'of', 'the', 'video', 'flossing', 'and', 'using', 'the', 'mouth', 'wash', 'it', 'was', 'in', 'business', 'casual', 'clothing', 'and', 'may', 'have', 'been', 'leaving', 'to', 'go', 'to', 'work']",103,-0.28092747883337166,0.55,0.8571428571428571,1.1932318707332155,-0.47095458851153355
24,e152011,1.2.3, This girl walked into the screen form the left wearing workout clothing.  There is a yoga mat on the floor. She cleaned/dusted a desk that was to the left of the screen and rearranged the two items on the desk.  I think one was a lamp.  Then she grabbed a set of dumbells from the right window ledge and did 10 curls.  She then did  pushups and jumpingjacks.  She put the dumbells back in the window ledge and exits the room the same way she entered.,"['this', 'girl', 'walked', 'into', 'the', 'screen', 'form', 'the', 'left', 'wearing', 'workout', 'clothing', 'there', 'is', 'a', 'yoga', 'mat', 'on', 'the', 'floor', 'she', 'cleaneddusted', 'a', 'desk', 'that', 'was', 'to', 'the', 'left', 'of', 'the', 'screen', 'and', 'rearranged', 'the', 'two', 'items', 'on', 'the', 'desk', 'i', 'think', 'one', 'was', 'a', 'lamp', 'then', 'she', 'grabbed', 'a', 'set', 'of', 'dumbells', 'from', 'the', 'right', 'window', 'ledge', 'and', 'did', 'curls', 'she', 'then', 'did', 'pushups', 'and', 'jumpingjacks', 'she', 'put', 'the', 'dumbells', 'back', 'in', 'the', 'window', 'ledge', 'and', 'exits', 'the', 'room', 'the', 'same', 'way', 'she', 'entered']",85,-0.45832225180820463,0.95,0.8947368421052632,2.8969731472166917,0.19636705334312632
25,e152011,6.3.9,"
Man enters bedroom from left with laundry basket.  His bed is unmade.  He begins to fold the clothes from the laundry basket.  6 pairs of socks, 3 shirts, and 2 pairs of pants.  He puts them back into the laundry basket.  He gets a vacuum out from the closet? and uses the hose attachment to vacuum around the nightstand and the lamp.  He then folds the blankets from the bed into a nice square fold and sits them on the front left side of the bed next to the pillow.  He leaves the room.
","['man', 'enters', 'bedroom', 'from', 'left', 'with', 'laundry', 'basket', 'his', 'bed', 'is', 'unmade', 'he', 'begins', 'to', 'fold', 'the', 'clothes', 'from', 'the', 'laundry', 'basket', 'pairs', 'of', 'socks', 'shirts', 'and', 'pairs', 'of', 'pants', 'he', 'puts', 'them', 'back', 'into', 'the', 'laundry', 'basket', 'he', 'gets', 'a', 'vacuum', 'out', 'from', 'the', 'closet', 'and', 'uses', 'the', 'hose', 'attachment', 'to', 'vacuum', 'around', 'the', 'nightstand', 'and', 'the', 'lamp', 'he', 'then', 'folds', 'the', 'blankets', 'from', 'the', 'bed', 'into', 'a', 'nice', 'square', 'fold', 'and', 'sits', 'them', 'on', 'the', 'front', 'left', 'side', 'of', 'the', 'bed', 'next', 'to', 'the', 'pillow', 'he', 'leaves', 'the', 'room']",91,-0.39919066081659366,0.9,0.9047619047619048,2.5907232823303774,-0.013810075620588336
26,e152011,3.1.3,"Man enters kitchen from left.  Fridge is located on the right.  He gets out a plate and cup, and bowl and places them on his tray on the left side of the screen.  He turns on a kettle on the stove (left side of screen) at around this time. He gets some bagels out and opens then and puts them into a toaster.  He pours some cereal into a bowl and gets the milk from the fridge to pour onto the cereal and puts the milk back.  I can't remember for sure if he popped the bagels before or after the milk, but he pops the bagels and adds them to his plate.  I think he adds some sort of spread to them.  He also at some point takes the kettle off and pours it into a glass with a tea or coffee bag of some sort.  He gets the milk back out of the fridge and fills up a cup.  He pushes his glasses up on his nose several times and made way too many liquids to drink.
 ","['man', 'enters', 'kitchen', 'from', 'left', 'fridge', 'is', 'located', 'on', 'the', 'right', 'he', 'gets', 'out', 'a', 'plate', 'and', 'cup', 'and', 'bowl', 'and', 'places', 'them', 'on', 'his', 'tray', 'on', 'the', 'left', 'side', 'of', 'the', 'screen', 'he', 'turns', 'on', 'a', 'kettle', 'on', 'the', 'stove', 'left', 'side', 'of', 'screen', 'at', 'around', 'this', 'time', 'he', 'gets', 'some', 'bagels', 'out', 'and', 'opens', 'then', 'and', 'puts', 'them', 'into', 'a', 'toaster', 'he', 'pours', 'some', 'cereal', 'into', 'a', 'bowl', 'and', 'gets', 'the', 'milk', 'from', 'the', 'fridge', 'to', 'pour', 'onto', 'the', 'cereal', 'and', 'puts', 'the', 'milk', 'back', 'i', 'cant', 'remember', 'for', 'sure', 'if', 'he', 'popped', 'the', 'bagels', 'before', 'or', 'after', 'the', 'milk', 'but', 'he', 'pops', 'the', 'bagels', 'and', 'adds', 'them', 'to', 'his', 'plate', 'i', 'think', 'he', 'adds', 'some', 'sort', 'of', 'spread', 'to', 'them', 'he', 'also', 'at', 'some', 'point', 'takes', 'the', 'kettle', 'off', 'and', 'pours', 'it', 'into', 'a', 'glass', 'with', 'a', 'tea', 'or', 'coffee', 'bag', 'of', 'some', 'sort', 'he', 'gets', 'the', 'milk', 'back', 'out', 'of', 'the', 'fridge', 'and', 'fills', 'up', 'a', 'cup', 'he', 'pushes', 'his', 'glasses', 'up', 'on', 'his', 'nose', 'several', 'times', 'and', 'made', 'way', 'too', 'many', 'liquids', 'to', 'drink']",179,0.4680726737270342,0.75,0.7894736842105263,1.4790861305563818,-0.06505331508210926
27,e152011,2.4.1,man enters a messy bathroom.   He takes his glasses off and sits them on the counter.  He turns on the water and puts shaving cream on his face.  He shaves and then washes his face off.  He then gets out the floss and flosses his teath.  He has to get another line of floss at one point.  He then combs/styles his hair.  After that he puts his glasses back on and leaves the bathroom.,"['man', 'enters', 'a', 'messy', 'bathroom', 'he', 'takes', 'his', 'glasses', 'off', 'and', 'sits', 'them', 'on', 'the', 'counter', 'he', 'turns', 'on', 'the', 'water', 'and', 'puts', 'shaving', 'cream', 'on', 'his', 'face', 'he', 'shaves', 'and', 'then', 'washes', 'his', 'face', 'off', 'he', 'then', 'gets', 'out', 'the', 'floss', 'and', 'flosses', 'his', 'teath', 'he', 'has', 'to', 'get', 'another', 'line', 'of', 'floss', 'at', 'one', 'point', 'he', 'then', 'combsstyles', 'his', 'hair', 'after', 'that', 'he', 'puts', 'his', 'glasses', 'back', 'on', 'and', 'leaves', 'the', 'bathroom']",74,-0.5667301686261581,0.65,0.8571428571428571,1.452890990285709,-0.3411250287352867
28,e152013,1.2.3," The actress worked into a room. It looks like a room in an apartment there are some gym equipments. It has two windows with the blinds. It was wooden floor. She first did some cleaning. I think she swept the floor and put stuff away. And then she wiped the table and moved the plants on the table. Then she starts to warm up with push-ups and jumping jacks. Then she grabbed some dumbbell and starts to lift it.  At last she pulled 
out a stool (?) and starts to step on and off it as if  she were climbing stairs.","['the', 'actress', 'worked', 'into', 'a', 'room', 'it', 'looks', 'like', 'a', 'room', 'in', 'an', 'apartment', 'there', 'are', 'some', 'gym', 'equipments', 'it', 'has', 'two', 'windows', 'with', 'the', 'blinds', 'it', 'was', 'wooden', 'floor', 'she', 'first', 'did', 'some', 'cleaning', 'i', 'think', 'she', 'swept', 'the', 'floor', 'and', 'put', 'stuff', 'away', 'and', 'then', 'she', 'wiped', 'the', 'table', 'and', 'moved', 'the', 'plants', 'on', 'the', 'table', 'then', 'she', 'starts', 'to', 'warm', 'up', 'with', 'pushups', 'and', 'jumping', 'jacks', 'then', 'she', 'grabbed', 'some', 'dumbbell', 'and', 'starts', 'to', 'lift', 'it', 'at', 'last', 'she', 'pulled', 'out', 'a', 'stool', 'and', 'starts', 'to', 'step', 'on', 'and', 'off', 'it', 'as', 'if', 'she', 'were', 'climbing', 'stairs']",100,-0.31049327432917717,0.25,0.9473684210526315,0.945366508442188,-1.1471730044171757
29,e152013,6.3.9,"The actor was in a bedroom that looks like a student dorm. The bed looks like a mess. He first grabbed the laudry bag and dumped the clothes on the bed. Then he folded them one by one and put them away in the drawers under the bed. And then he started to make the bed. He  put a new sheet over the bed and folded the comforter. Then he cleaned up the stuff on the floor and then vacuumed the room. The room looks very clean at the end.
","['the', 'actor', 'was', 'in', 'a', 'bedroom', 'that', 'looks', 'like', 'a', 'student', 'dorm', 'the', 'bed', 'looks', 'like', 'a', 'mess', 'he', 'first', 'grabbed', 'the', 'laudry', 'bag', 'and', 'dumped', 'the', 'clothes', 'on', 'the', 'bed', 'then', 'he', 'folded', 'them', 'one', 'by', 'one', 'and', 'put', 'them', 'away', 'in', 'the', 'drawers', 'under', 'the', 'bed', 'and', 'then', 'he', 'started', 'to', 'make', 'the', 'bed', 'he', 'put', 'a', 'new', 'sheet', 'over', 'the', 'bed', 'and', 'folded', 'the', 'comforter', 'then', 'he', 'cleaned', 'up', 'the', 'stuff', 'on', 'the', 'floor', 'and', 'then', 'vacuumed', 'the', 'room', 'the', 'room', 'looks', 'very', 'clean', 'at', 'the', 'end']",90,-0.4090459259818621,0.35,0.9047619047619048,0.9238512503782093,-0.8472460915966724
30,e152013,3.1.3,"The actor came into a kitchen. He was making himself some breakfast. He made a huge breakfast with everything you can think of that goes in the breakfast category. He opened the fridge at least five times. First he peeled two mandarins/oranges.  He then cooked some eggs. He made some coffee with a hand compressor. And then he got some yogurt. Then he put two slices of toasts in the toaster. He grabbed some butter to go with the toast. He also got a bowl and poured some cereal in it. And he opened a new bottle of milk. It was a huge bottel.  He poured the milk in the cereal and also some in a separate cup.  I think he also used the microwave, perhaps for sausage?","['the', 'actor', 'came', 'into', 'a', 'kitchen', 'he', 'was', 'making', 'himself', 'some', 'breakfast', 'he', 'made', 'a', 'huge', 'breakfast', 'with', 'everything', 'you', 'can', 'think', 'of', 'that', 'goes', 'in', 'the', 'breakfast', 'category', 'he', 'opened', 'the', 'fridge', 'at', 'least', 'five', 'times', 'first', 'he', 'peeled', 'two', 'mandarinsoranges', 'he', 'then', 'cooked', 'some', 'eggs', 'he', 'made', 'some', 'coffee', 'with', 'a', 'hand', 'compressor', 'and', 'then', 'he', 'got', 'some', 'yogurt', 'then', 'he', 'put', 'two', 'slices', 'of', 'toasts', 'in', 'the', 'toaster', 'he', 'grabbed', 'some', 'butter', 'to', 'go', 'with', 'the', 'toast', 'he', 'also', 'got', 'a', 'bowl', 'and', 'poured', 'some', 'cereal', 'in', 'it', 'and', 'he', 'opened', 'a', 'new', 'bottle', 'of', 'milk', 'it', 'was', 'a', 'huge', 'bottel', 'he', 'poured', 'the', 'milk', 'in', 'the', 'cereal', 'and', 'also', 'some', 'in', 'a', 'separate', 'cup', 'i', 'think', 'he', 'also', 'used', 'the', 'microwave', 'perhaps', 'for', 'sausage']",128,-0.03454584970165922,0.25,0.9473684210526315,0.945366508442188,-1.1471730044171757
31,e152013,2.4.1,"
The actor walked in a bathroom with lots of toiletries in it. The bathroom have two basins. I think he cleaned up the toiletries a little.
 He first brushed his teeth. Then he washed his face, and put some shaving cream on to shave.  He did something to his hair to make it look cleaner.  Then he put on some deodorant.","['the', 'actor', 'walked', 'in', 'a', 'bathroom', 'with', 'lots', 'of', 'toiletries', 'in', 'it', 'the', 'bathroom', 'have', 'two', 'basins', 'i', 'think', 'he', 'cleaned', 'up', 'the', 'toiletries', 'a', 'little', 'he', 'first', 'brushed', 'his', 'teeth', 'then', 'he', 'washed', 'his', 'face', 'and', 'put', 'some', 'shaving', 'cream', 'on', 'to', 'shave', 'he', 'did', 'something', 'to', 'his', 'hair', 'to', 'make', 'it', 'look', 'cleaner', 'then', 'he', 'put', 'on', 'some', 'deodorant']",61,-0.6948486157746486,0.35,0.9047619047619048,0.9238512503782093,-0.8472460915966724
32,e152014,1.2.3," Individual walked into room, ate a candy bar and drank a liquid.  Then  they  cleaned the table. Then they did a series of exercises: jumping jacks, push-ups, etc. 
","['individual', 'walked', 'into', 'room', 'ate', 'a', 'candy', 'bar', 'and', 'drank', 'a', 'liquid', 'then', 'they', 'cleaned', 'the', 'table', 'then', 'they', 'did', 'a', 'series', 'of', 'exercises', 'jumping', 'jacks', 'pushups', 'etc']",28,-1.020072366228509,0.7,0.9473684210526315,2.1442567713463103,-0.5477278729651145
33,e152014,6.3.9,"Individual walked into room, made the  bed,  folded laundry, dusted the shelves and in the drawers,  vacuumed, and then left the room
","['individual', 'walked', 'into', 'room', 'made', 'the', 'bed', 'folded', 'laundry', 'dusted', 'the', 'shelves', 'and', 'in', 'the', 'drawers', 'vacuumed', 'and', 'then', 'left', 'the', 'room']",22,-1.07920395722012,0.45,0.9523809523809523,1.5427298470920048,-0.8970262704010766
34,e152014,3.1.3,"Individual made breakfast: orange, cereal with milk,  toasted a muffin and spread it with butter, poured a glass of milk, heated  up water for tea","['individual', 'made', 'breakfast', 'orange', 'cereal', 'with', 'milk', 'toasted', 'a', 'muffin', 'and', 'spread', 'it', 'with', 'butter', 'poured', 'a', 'glass', 'of', 'milk', 'heated', 'up', 'water', 'for', 'tea']",25,-1.0496381617243145,0.6,0.8947368421052632,1.5054666234010192,-0.49938620856470994
35,e152014,2.4.1,"
Individual came into bathroom with mirror, took of glasses, washed face. Put on shaving cream and shaved.  Washed face with water again and dried with a towel. Brushed hair. Left room","['individual', 'came', 'into', 'bathroom', 'with', 'mirror', 'took', 'of', 'glasses', 'washed', 'face', 'put', 'on', 'shaving', 'cream', 'and', 'shaved', 'washed', 'face', 'with', 'water', 'again', 'and', 'dried', 'with', 'a', 'towel', 'brushed', 'hair', 'left', 'room']",31,-0.9905065707327035,0.4,0.9523809523809523,1.4150440908112794,-0.9608691485414393
36,e152015,1.2.3, She started doing work outs with her weights and  they were white. ,"['she', 'started', 'doing', 'work', 'outs', 'with', 'her', 'weights', 'and', 'they', 'were', 'white']",12,-1.177756608872805,0.0,1.0,0.0,-1.959963984540054
37,e152015,6.3.9,"
He was  cooking in the  kitchen and  I think the blue  curtians and  cast iron skilliet. 
","['he', 'was', 'cooking', 'in', 'the', 'kitchen', 'and', 'i', 'think', 'the', 'blue', 'curtians', 'and', 'cast', 'iron', 'skilliet']",16,-1.138335548211731,0.05,0.9523809523809523,0.02353756699560683,-1.6566224104492755
38,e152015,3.1.3,I believed  he cleaned his bed room and there was a queen size  bed and he put sheets on it. ,"['i', 'believed', 'he', 'cleaned', 'his', 'bed', 'room', 'and', 'there', 'was', 'a', 'queen', 'size', 'bed', 'and', 'he', 'put', 'sheets', 'on', 'it']",20,-1.0989144875506571,0.0,1.0,0.0,-1.959963984540054
39,e152015,2.4.1,"
I think this guy  cleaned the  bathroom .  And there was a lot of stuff on the  bathroom sink.  And their was a mirror. ","['i', 'think', 'this', 'guy', 'cleaned', 'the', 'bathroom', 'and', 'there', 'was', 'a', 'lot', 'of', 'stuff', 'on', 'the', 'bathroom', 'sink', 'and', 'their', 'was', 'a', 'mirror']",23,-1.0693486920548516,0.1,0.8571428571428571,-0.21398104166645915,-1.1745610447113708
40,e152016,1.2.3,"The  young lady enters the  room.   She eats something  and  goes to the table and remove the flower from  the  right side  of the table  and another item from the left.   She grabbed the spray bottle from the left  window sill  and spray the table with the cleaning solution.   After placing the spray bottle back on the left window sill, she  picks  up the paper towel and tears off a  sheet.  She proceeds to wipe down the table and place the flower on the right and the other item  on the left.   She goes back to the  window sill eats some more and have  a few ","['the', 'young', 'lady', 'enters', 'the', 'room', 'she', 'eats', 'something', 'and', 'goes', 'to', 'the', 'table', 'and', 'remove', 'the', 'flower', 'from', 'the', 'right', 'side', 'of', 'the', 'table', 'and', 'another', 'item', 'from', 'the', 'left', 'she', 'grabbed', 'the', 'spray', 'bottle', 'from', 'the', 'left', 'window', 'sill', 'and', 'spray', 'the', 'table', 'with', 'the', 'cleaning', 'solution', 'after', 'placing', 'the', 'spray', 'bottle', 'back', 'on', 'the', 'left', 'window', 'sill', 'she', 'picks', 'up', 'the', 'paper', 'towel', 'and', 'tears', 'off', 'a', 'sheet', 'she', 'proceeds', 'to', 'wipe', 'down', 'the', 'table', 'and', 'place', 'the', 'flower', 'on', 'the', 'right', 'and', 'the', 'other', 'item', 'on', 'the', 'left', 'she', 'goes', 'back', 'to', 'the', 'window', 'sill', 'eats', 'some', 'more', 'and', 'have', 'a', 'few']",106,-0.2513616833375662,0.6,0.8421052631578947,1.2564950707983333,-0.374900432263367
41,e152016,6.3.9,"The gentleman enters the room and dumps  the laundry basket full of clothes on the unmade bed.  He start to fold the pants, then shirt and finally the sock.   After folding the laundry  he sweeps the bedroom floor.  Then he vacuumed the white night stand drawer and the brown wooden tray inside.  He made the bed, fold the comforter and placed it on the left side next to the pillows.  Just before leaving the room he placed the basket on the bed.","['the', 'gentleman', 'enters', 'the', 'room', 'and', 'dumps', 'the', 'laundry', 'basket', 'full', 'of', 'clothes', 'on', 'the', 'unmade', 'bed', 'he', 'start', 'to', 'fold', 'the', 'pants', 'then', 'shirt', 'and', 'finally', 'the', 'sock', 'after', 'folding', 'the', 'laundry', 'he', 'sweeps', 'the', 'bedroom', 'floor', 'then', 'he', 'vacuumed', 'the', 'white', 'night', 'stand', 'drawer', 'and', 'the', 'brown', 'wooden', 'tray', 'inside', 'he', 'made', 'the', 'bed', 'fold', 'the', 'comforter', 'and', 'placed', 'it', 'on', 'the', 'left', 'side', 'next', 'to', 'the', 'pillows', 'just', 'before', 'leaving', 'the', 'room', 'he', 'placed', 'the', 'basket', 'on', 'the', 'bed']",82,-0.48788804730401014,0.75,0.9523809523809523,2.3428809441431606,-0.49695072187549866
42,e152016,3.1.3,"
The young man placed a bagel in the toaster.   He went into the cupboard to get 2 bowls  and 2 glasses.   In  one bowl he placed  yogurt and in the other he poured some cereal and milk.  In the one glass he poured orange juice I believe and the other was milk.   He opened the refrigerator several times so he could get the orange juice, milk, and cream cheese; then he opens the refrigerator to replace the items
.  He splits the bagel and smears cream cheese onto it.   He places  all the items onto a red/orange tray and carries the tray out of the room.","['the', 'young', 'man', 'placed', 'a', 'bagel', 'in', 'the', 'toaster', 'he', 'went', 'into', 'the', 'cupboard', 'to', 'get', 'bowls', 'and', 'glasses', 'in', 'one', 'bowl', 'he', 'placed', 'yogurt', 'and', 'in', 'the', 'other', 'he', 'poured', 'some', 'cereal', 'and', 'milk', 'in', 'the', 'one', 'glass', 'he', 'poured', 'orange', 'juice', 'i', 'believe', 'and', 'the', 'other', 'was', 'milk', 'he', 'opened', 'the', 'refrigerator', 'several', 'times', 'so', 'he', 'could', 'get', 'the', 'orange', 'juice', 'milk', 'and', 'cream', 'cheese', 'then', 'he', 'opens', 'the', 'refrigerator', 'to', 'replace', 'the', 'items', 'he', 'splits', 'the', 'bagel', 'and', 'smears', 'cream', 'cheese', 'onto', 'it', 'he', 'places', 'all', 'the', 'items', 'onto', 'a', 'redorange', 'tray', 'and', 'carries', 'the', 'tray', 'out', 'of', 'the', 'room']",103,-0.28092747883337166,0.8,0.6842105263157895,1.3211268869038646,0.18105779012098205
43,e152016,2.4.1,This guy enters the bathroom and  looks at the mirror.   He reaches down to turn the sink on and wets his face.   After he turns off the water he  proceeds to shake and apply the shaving cream.   Once he has the shaving cream lathered onto his face he starts to shave.   He turns on the water to clean his razor as needed. Then he wipes his face and look into mirror.  He grabs the dental floss from the left side and started to floss.  When he got done flossing he looks in the mirror.   He turns on the sink and wipes it clean and looked in the mirror one final time. He walks out of the bathroom. ,"['this', 'guy', 'enters', 'the', 'bathroom', 'and', 'looks', 'at', 'the', 'mirror', 'he', 'reaches', 'down', 'to', 'turn', 'the', 'sink', 'on', 'and', 'wets', 'his', 'face', 'after', 'he', 'turns', 'off', 'the', 'water', 'he', 'proceeds', 'to', 'shake', 'and', 'apply', 'the', 'shaving', 'cream', 'once', 'he', 'has', 'the', 'shaving', 'cream', 'lathered', 'onto', 'his', 'face', 'he', 'starts', 'to', 'shave', 'he', 'turns', 'on', 'the', 'water', 'to', 'clean', 'his', 'razor', 'as', 'needed', 'then', 'he', 'wipes', 'his', 'face', 'and', 'look', 'into', 'mirror', 'he', 'grabs', 'the', 'dental', 'floss', 'from', 'the', 'left', 'side', 'and', 'started', 'to', 'floss', 'when', 'he', 'got', 'done', 'flossing', 'he', 'looks', 'in', 'the', 'mirror', 'he', 'turns', 'on', 'the', 'sink', 'and', 'wipes', 'it', 'clean', 'and', 'looked', 'in', 'the', 'mirror', 'one', 'final', 'time', 'he', 'walks', 'out', 'of', 'the', 'bathroom']",117,-0.1429537665196127,0.5,0.8095238095238095,0.8761428492468408,-0.4380714246234204
44,e152017,1.2.3," This actor came through a door into a medium sized , fairly empty room and began a series of basic everyday tasks. During this she worked out, using small hand weights and focusing on her biceps. She also folded laundry. She also dusted  and cleaned the room, and the few items that were in it.  Lastly, she left the room  through the same door she entered into. 
","['this', 'actor', 'came', 'through', 'a', 'door', 'into', 'a', 'medium', 'sized', 'fairly', 'empty', 'room', 'and', 'began', 'a', 'series', 'of', 'basic', 'everyday', 'tasks', 'during', 'this', 'she', 'worked', 'out', 'using', 'small', 'hand', 'weights', 'and', 'focusing', 'on', 'her', 'biceps', 'she', 'also', 'folded', 'laundry', 'she', 'also', 'dusted', 'and', 'cleaned', 'the', 'room', 'and', 'the', 'few', 'items', 'that', 'were', 'in', 'it', 'lastly', 'she', 'left', 'the', 'room', 'through', 'the', 'same', 'door', 'she', 'entered', 'into']",66,-0.6455722899483061,0.6,0.6842105263157895,0.73285275646675,-0.11307927509757523
45,e152017,6.3.9,"This actor walked through a door into what appeared to be a bedroom. Once inside the room, he dumped his clothes basket onto  his bed and began folding them. After finishing folding his clothes, he put them all away in a dresser, set of
 drawers, that was against the right wall, or frame of reference, and began to clean up his room. He made his bed slowly, put the pillows in a neat spot on his bed, dusted the area, and I believe he also vaccummed. When finished, he walked out of the same door he entered into. ","['this', 'actor', 'walked', 'through', 'a', 'door', 'into', 'what', 'appeared', 'to', 'be', 'a', 'bedroom', 'once', 'inside', 'the', 'room', 'he', 'dumped', 'his', 'clothes', 'basket', 'onto', 'his', 'bed', 'and', 'began', 'folding', 'them', 'after', 'finishing', 'folding', 'his', 'clothes', 'he', 'put', 'them', 'all', 'away', 'in', 'a', 'dresser', 'set', 'of', 'drawers', 'that', 'was', 'against', 'the', 'right', 'wall', 'or', 'frame', 'of', 'reference', 'and', 'began', 'to', 'clean', 'up', 'his', 'room', 'he', 'made', 'his', 'bed', 'slowly', 'put', 'the', 'pillows', 'in', 'a', 'neat', 'spot', 'on', 'his', 'bed', 'dusted', 'the', 'area', 'and', 'i', 'believe', 'he', 'also', 'vaccummed', 'when', 'finished', 'he', 'walked', 'out', 'of', 'the', 'same', 'door', 'he', 'entered', 'into']",98,-0.33020380465971416,0.7,0.7142857142857143,1.0903493346409037,-0.020774154612411222
46,e152017,3.1.3,"This actor came  into a fairly disorganized  kitchen and cleaned it up a bit before he began to make his breakfast. He made himself toast, coffee, cereal, and would put things away directly after taking them out. He  prepared his plate one item at a time, and also got out a cup for a beverage. He took his plate and exited the kitchen after his entire plate was fixed, includin
g his drink, and he had put away everything that he had gotten out. ","['this', 'actor', 'came', 'into', 'a', 'fairly', 'disorganized', 'kitchen', 'and', 'cleaned', 'it', 'up', 'a', 'bit', 'before', 'he', 'began', 'to', 'make', 'his', 'breakfast', 'he', 'made', 'himself', 'toast', 'coffee', 'cereal', 'and', 'would', 'put', 'things', 'away', 'directly', 'after', 'taking', 'them', 'out', 'he', 'prepared', 'his', 'plate', 'one', 'item', 'at', 'a', 'time', 'and', 'also', 'got', 'out', 'a', 'cup', 'for', 'a', 'beverage', 'he', 'took', 'his', 'plate', 'and', 'exited', 'the', 'kitchen', 'after', 'his', 'entire', 'plate', 'was', 'fixed', 'includin', 'g', 'his', 'drink', 'and', 'he', 'had', 'put', 'away', 'everything', 'that', 'he', 'had', 'gotten', 'out']",84,-0.46817751697347315,0.5,0.8947368421052632,1.2521195202652196,-0.6260597601326098
